Timestamp,UnixTime,F,FL,FR,L,R,BL,BR,B,M1_Speed,M1_Dir,M2_Speed,M2_Dir,M3_Speed,M3_Dir,M4_Speed,M4_Dir
2025-05-08 13:16:02,1746702962.752195,72,1600,1600,1600,481,1600,1600,1029,0,1,0,1,0,1,0,1
2025-05-08 13:16:03,1746702963.0531175,81,1600,37,1600,481,1600,1600,1026,0,1,0,1,0,1,0,1
2025-05-08 13:16:03,1746702963.2922716,104,1600,143,1600,478,1600,1600,1027,0,1,0,1,0,1,0,1
2025-05-08 13:16:03,1746702963.5542815,104,1600,143,1600,485,1600,1600,1036,0,1,0,1,0,1,0,1
2025-05-08 13:16:03,1746702963.7956293,1600,1600,1600,1600,489,1600,1600,1034,0,1,0,1,0,1,0,1
2025-05-08 13:16:04,1746702964.0560524,1600,103,148,1600,467,1600,1600,1032,30,1,30,1,30,1,30,1
2025-05-08 13:16:04,1746702964.3146787,1600,71,63,1600,468,1600,1600,1032,30,1,30,1,30,1,30,1
2025-05-08 13:16:04,1746702964.5587766,1600,57,55,1600,476,1600,1600,1032,30,1,30,1,30,1,30,1
2025-05-08 13:16:04,1746702964.8111675,88,60,55,1600,473,1600,1600,1027,0,1,0,1,0,1,0,1
2025-05-08 13:16:05,1746702965.1136715,63,60,57,1600,471,1600,1600,1025,0,1,0,1,0,1,0,1
2025-05-08 13:16:05,1746702965.3384132,68,1600,58,1600,469,1600,1600,1029,0,1,0,1,0,1,0,1
2025-05-08 13:16:05,1746702965.5914779,67,1600,182,1600,470,1600,1600,1028,0,1,0,1,0,1,0,1
2025-05-08 13:16:05,1746702965.8635635,88,1600,182,1600,506,1600,1600,1033,0,1,0,1,0,1,0,1
2025-05-08 13:16:06,1746702966.1641011,1600,1600,1600,1600,547,1600,1600,1026,0,1,0,1,0,1,0,1
2025-05-08 13:16:06,1746702966.4044175,1600,1600,1600,1600,581,1600,1600,1019,30,1,30,1,30,1,30,1
2025-05-08 13:16:06,1746702966.6401246,1600,1600,1600,1600,654,1600,1600,1024,30,1,30,1,30,1,30,1
2025-05-08 13:16:06,1746702966.909962,1600,1600,1600,1600,631,1600,1600,1029,30,1,30,1,30,1,30,1
2025-05-08 13:16:07,1746702967.1515033,1600,1600,1600,1600,589,1600,1600,1034,30,1,30,1,30,1,30,1
2025-05-08 13:16:07,1746702967.4110506,1600,1600,1600,1600,553,1600,1600,1024,30,1,30,1,30,1,30,1
2025-05-08 13:16:07,1746702967.6910167,1600,1600,1600,1600,547,1600,1600,1025,30,1,30,1,30,1,30,1
2025-05-08 13:16:07,1746702967.9382753,1600,1600,1600,1600,541,1600,1600,1020,30,1,30,1,30,1,30,1
2025-05-08 13:16:08,1746702968.2033877,1600,1600,1600,1600,534,1600,1600,1030,30,1,30,1,30,1,30,1
2025-05-08 13:16:08,1746702968.5063126,1600,1600,1600,1600,530,1600,1600,1018,30,1,30,1,30,1,30,1
2025-05-08 13:16:08,1746702968.715224,1600,1600,1600,1600,528,1600,1600,1007,30,1,30,1,30,1,30,1
2025-05-08 13:16:09,1746702969.0111516,1600,1600,1600,1600,532,1600,1600,1024,30,1,30,1,30,1,30,1
2025-05-08 13:16:09,1746702969.287029,1600,1600,1600,1600,531,1600,1600,1005,30,1,30,1,30,1,30,1
2025-05-08 13:16:09,1746702969.5104396,1600,1600,1600,1600,531,1600,1600,1023,30,1,30,1,30,1,30,1
2025-05-08 13:16:09,1746702969.7596986,1600,1600,1600,1600,532,1600,1600,1034,30,1,30,1,30,1,30,1
2025-05-08 13:16:10,1746702970.012788,1600,1600,1600,1600,530,1600,1600,1015,30,1,30,1,30,1,30,1
2025-05-08 13:16:10,1746702970.3113956,1600,1600,1600,1600,528,1600,1600,1008,30,1,30,1,30,1,30,1
2025-05-08 13:16:10,1746702970.5586653,1600,1600,1600,1600,527,1600,1600,1028,30,1,30,1,30,1,30,1
2025-05-08 13:16:10,1746702970.8167055,1600,1600,1600,1600,527,1600,1600,1005,30,1,30,1,30,1,30,1
2025-05-08 13:16:11,1746702971.0712447,1600,1600,1600,1600,529,1600,1600,1015,30,1,30,1,30,1,30,1
2025-05-08 13:16:11,1746702971.3230135,1600,1600,1600,1600,528,1600,1600,1030,30,1,30,1,30,1,30,1
2025-05-08 13:16:11,1746702971.5895574,1600,1600,1600,1600,529,1600,1600,1021,30,1,30,1,30,1,30,1
2025-05-08 13:16:11,1746702971.85956,1600,1600,1600,1600,530,1600,1600,1021,30,1,30,1,30,1,30,1
2025-05-08 13:16:12,1746702972.0966098,1600,1600,1600,1600,529,1600,1600,1026,30,1,30,1,30,1,30,1
2025-05-08 13:16:12,1746702972.3631585,1600,1600,1600,1600,530,1600,1600,1016,30,1,30,1,30,1,30,1
2025-05-08 13:16:12,1746702972.625191,1600,1600,1600,1600,530,1600,1600,1024,30,1,30,1,30,1,30,1
2025-05-08 13:16:12,1746702972.9167368,1600,1600,1600,1600,530,1600,1600,1029,30,1,30,1,30,1,30,1
2025-05-08 13:16:13,1746702973.2258303,1600,1600,1600,1600,531,1600,1600,1022,30,1,30,1,30,1,30,1
2025-05-08 13:16:13,1746702973.425809,1600,1600,1600,1600,530,1600,1600,1011,30,1,30,1,30,1,30,1
2025-05-08 13:16:13,1746702973.6515625,1600,1600,1600,1600,530,1600,1600,1031,30,1,30,1,30,1,30,1
2025-05-08 13:16:13,1746702973.9282148,1600,1600,1600,1600,527,1600,1600,1023,30,1,30,1,30,1,30,1
2025-05-08 13:16:14,1746702974.1999183,1600,1600,1600,1600,530,1600,1600,1026,30,1,30,1,30,1,30,1
2025-05-08 13:16:14,1746702974.4503343,1600,1600,1600,1600,528,1600,1600,1037,30,1,30,1,30,1,30,1
2025-05-08 13:16:14,1746702974.7405236,1600,1600,1600,1600,527,1600,1600,1014,30,1,30,1,30,1,30,1
2025-05-08 13:16:14,1746702974.9642823,1600,1600,1600,1600,526,1600,1600,1028,30,1,30,1,30,1,30,1
2025-05-08 13:16:15,1746702975.2328043,1600,1600,1600,1600,528,1600,1600,1023,30,1,30,1,30,1,30,1
2025-05-08 13:16:15,1746702975.4763398,1600,1600,1600,1600,528,1600,1600,1017,30,1,30,1,30,1,30,1
2025-05-08 13:16:15,1746702975.7356136,1600,1600,1600,1600,530,1600,1600,1036,30,1,30,1,30,1,30,1
